,SizeRank,County,Year,Value
7382,160,Jefferson Parish,2013,309991.7120970823
7383,178,Orleans Parish,2013,428594.5800297909
7384,274,Caddo Parish,2013,243128.38013453127
7385,462,Livingston Parish,2013,254387.0702533085
7386,1041,Washington Parish,2013,196587.1282640144
7387,1360,Iberville Parish,2013,245127.03649171305
7388,1560,West Baton Rouge Parish,2013,259965.31014736625
7389,1661,Plaquemines Parish,2013,412783.0862691398
7390,1725,Pointe Coupee Parish,2013,310221.6853410715
7391,2071,West Feliciana Parish,2013,374286.454010826
7392,158,East Baton Rouge Parish,2014,325089.1194030481
7393,160,Jefferson Parish,2014,302705.9735612665
7394,178,Orleans Parish,2014,425362.857790957
7395,274,Caddo Parish,2014,238115.8280362936
7396,462,Livingston Parish,2014,249221.034418086
7397,1041,Washington Parish,2014,192813.84516085428
7398,1360,Iberville Parish,2014,241901.74354132876
7399,1560,West Baton Rouge Parish,2014,256305.27711881587
7400,1661,Plaquemines Parish,2014,406290.06486550416
7401,1725,Pointe Coupee Parish,2014,305713.4969670857
7402,2071,West Feliciana Parish,2014,369881.64902253984
7403,158,East Baton Rouge Parish,2014,326503.7814485334
7404,160,Jefferson Parish,2014,301502.3082505407
7405,178,Orleans Parish,2014,426399.2562601379
7406,274,Caddo Parish,2014,237438.01469147063
7407,462,Livingston Parish,2014,249057.047318532
7408,1041,Washington Parish,2014,193080.597509462
7409,1360,Iberville Parish,2014,242765.4089323128
7410,1560,West Baton Rouge Parish,2014,257700.26071235468
7411,1661,Plaquemines Parish,2014,406444.2127390849
7412,1725,Pointe Coupee Parish,2014,306128.9309526223
7413,2071,West Feliciana Parish,2014,370371.42382654094
7414,158,East Baton Rouge Parish,2014,326207.51142200595
7415,160,Jefferson Parish,2014,303029.5747710529
7416,178,Orleans Parish,2014,427103.3075408894
7417,274,Caddo Parish,2014,238321.3585344012
7418,462,Livingston Parish,2014,249434.21764750607
7419,1041,Washington Parish,2014,193359.37557870368
7420,1360,Iberville Parish,2014,243676.08395850228
7421,1560,West Baton Rouge Parish,2014,258976.08034688424
7422,1661,Plaquemines Parish,2014,406980.9971782914
7423,1725,Pointe Coupee Parish,2014,306660.24915517704
7424,2071,West Feliciana Parish,2014,372927.4360849216
7425,158,East Baton Rouge Parish,2014,325129.5695542714
7426,160,Jefferson Parish,2014,306231.6962016761
7427,178,Orleans Parish,2014,427913.40381268586
7428,274,Caddo Parish,2014,238928.1108027507
7429,462,Livingston Parish,2014,251416.275057448
7430,1041,Washington Parish,2014,193712.49446640984
7431,1360,Iberville Parish,2014,244532.09661817385
7432,1560,West Baton Rouge Parish,2014,259769.7779087253
7433,1661,Plaquemines Parish,2014,408323.504899973
7434,1725,Pointe Coupee Parish,2014,307222.17828298185
7435,2071,West Feliciana Parish,2014,373436.8893408691
7436,158,East Baton Rouge Parish,2014,323178.1230695796
7437,160,Jefferson Parish,2014,307955.74724165315
7438,178,Orleans Parish,2014,428992.4389277507
7439,274,Caddo Parish,2014,236752.5486153352
7440,462,Livingston Parish,2014,253660.71182667607
7441,1041,Washington Parish,2014,194245.9991636253
7442,1360,Iberville Parish,2014,245603.4790019262
7443,1560,West Baton Rouge Parish,2014,260406.0478549946
7444,1661,Plaquemines Parish,2014,409945.8839382265
7445,1725,Pointe Coupee Parish,2014,308941.8563336375
7446,2071,West Feliciana Parish,2014,375028.6574538726
7447,158,East Baton Rouge Parish,2014,322430.3418956137
7448,160,Jefferson Parish,2014,308705.71491027984
7449,178,Orleans Parish,2014,430876.1040779602
7450,274,Caddo Parish,2014,234538.7227713571
7451,462,Livingston Parish,2014,255190.16484184912
7452,1041,Washington Parish,2014,195117.31728592183
7453,1360,Iberville Parish,2014,246612.5462878481
7454,1560,West Baton Rouge Parish,2014,261427.1408615504
7455,1661,Plaquemines Parish,2014,412090.835200392
7456,1725,Pointe Coupee Parish,2014,310944.68544285616
7457,2071,West Feliciana Parish,2014,375732.7087346242
7458,158,East Baton Rouge Parish,2014,321803.91117531765
7459,160,Jefferson Parish,2014,308296.8404087253
7460,178,Orleans Parish,2014,432476.6181696066
7461,274,Caddo Parish,2014,232535.8936621384
7462,462,Livingston Parish,2014,256147.84950324413
7463,1041,Washington Parish,2014,196447.79928696944
7464,1360,Iberville Parish,2014,248191.19543288724
7465,1560,West Baton Rouge Parish,2014,262583.7965370708
7466,1661,Plaquemines Parish,2014,413963.56787729793
7467,1725,Pointe Coupee Parish,2014,312662.176998851
7468,2071,West Feliciana Parish,2014,378647.3061173628
7469,158,East Baton Rouge Parish,2014,322084.87573922006
7470,160,Jefferson Parish,2014,308338.383807279
7471,178,Orleans Parish,2014,435018.4182126926
7472,274,Caddo Parish,2014,233842.32422191807
7473,462,Livingston Parish,2014,256141.29001926197
7474,1041,Washington Parish,2014,197336.60936655177
7475,1360,Iberville Parish,2014,249364.24981836305
7476,1560,West Baton Rouge Parish,2014,263857.42967693973
7477,1661,Plaquemines Parish,2014,415672.3134546499
7478,1725,Pointe Coupee Parish,2014,313131.1801035752
7479,2071,West Feliciana Parish,2014,380939.8457691268
7480,158,East Baton Rouge Parish,2014,322442.3676162476
7481,160,Jefferson Parish,2014,308973.5605062179
7482,178,Orleans Parish,2014,435701.6977941673
7483,274,Caddo Parish,2014,234123.28878582048
7484,462,Livingston Parish,2014,255228.42849841173
7485,1041,Washington Parish,2014,197733.4581474723
7486,1360,Iberville Parish,2014,250799.6835631252
7487,1560,West Baton Rouge Parish,2014,264770.29119778995
7488,1661,Plaquemines Parish,2014,416944.8533471884
7489,1725,Pointe Coupee Parish,2014,313525.8423898351
7490,2071,West Feliciana Parish,2014,382069.1702613882
7491,158,East Baton Rouge Parish,2014,323037.0941639632
7492,160,Jefferson Parish,2014,309953.11011422006
7493,178,Orleans Parish,2014,436675.7811655177
7494,274,Caddo Parish,2014,234301.48810066908
7495,462,Livingston Parish,2014,254819.55399685728
7496,1041,Washington Parish,2014,197593.52248918623
7497,1360,Iberville Parish,2014,251827.33605366317
7498,1560,West Baton Rouge Parish,2014,265655.8215353812
7499,1661,Plaquemines Parish,2014,418029.3546989051
7500,1725,Pointe Coupee Parish,2014,314574.26657964994
7501,2071,West Feliciana Parish,2014,382820.2311773452
7502,158,East Baton Rouge Parish,2014,323427.3834609016
7503,160,Jefferson Parish,2014,311132.723983678
7504,178,Orleans Parish,2014,436382.7908809813
7505,274,Caddo Parish,2014,237867.660892302
7506,462,Livingston Parish,2014,254206.24224452552
7507,1041,Washington Parish,2014,197874.48705308867
7508,1360,Iberville Parish,2014,253139.23285009465
7509,1560,West Baton Rouge Parish,2014,265988.16872381046
7510,1661,Plaquemines Parish,2014,418619.70825729927
7511,1725,Pointe Coupee Parish,2014,316053.4302176264
7512,2071,West Feliciana Parish,2014,384394.507333063
7513,158,East Baton Rouge Parish,2014,323604.48952841986
7514,160,Jefferson Parish,2014,312315.617595127
7515,178,Orleans Parish,2014,436515.0738079549
7516,274,Caddo Parish,2014,238221.87302733847
7517,462,Livingston Parish,2014,253418.0109193363
7518,1041,Washington Parish,2014,198269.14933934849
7519,1360,Iberville Parish,2014,254152.67312533795
7520,1560,West Baton Rouge Parish,2014,266633.18464872264
7521,1661,Plaquemines Parish,2014,419024.20976953226
7522,1725,Pointe Coupee Parish,2014,317219.92511912
7523,2071,West Feliciana Parish,2014,384749.8127154298
7524,158,East Baton Rouge Parish,2015,324309.5094444702
7525,160,Jefferson Parish,2015,313736.1458756123
7526,178,Orleans Parish,2015,437817.8377500348
7527,274,Caddo Parish,2015,237647.8935941304
7528,462,Livingston Parish,2015,251941.5349363126
7529,1041,Washington Parish,2015,198482.87953606705
7530,1360,Iberville Parish,2015,255115.83710451148
7531,1560,West Baton Rouge Parish,2015,266664.31310412334
7532,1661,Plaquemines Parish,2015,418739.2662045338
7533,1725,Pointe Coupee Parish,2015,318214.23778885056
7534,2071,West Feliciana Parish,2015,386975.49744955
7535,158,East Baton Rouge Parish,2015,325766.1723589447
7536,160,Jefferson Parish,2015,314912.1773290524
7537,178,Orleans Parish,2015,441929.0340566288
7538,274,Caddo Parish,2015,233159.97411999985
7539,462,Livingston Parish,2015,251310.38713678764
7540,1041,Washington Parish,2015,198623.74124218937
7541,1360,Iberville Parish,2015,256102.9609985781
7542,1560,West Baton Rouge Parish,2015,267427.5870000886
7543,1661,Plaquemines Parish,2015,419450.126442407
7544,1725,Pointe Coupee Parish,2015,319501.6482657362
7545,2071,West Feliciana Parish,2015,389097.1586510672
7546,158,East Baton Rouge Parish,2015,328278.75209373166
7547,160,Jefferson Parish,2015,314204.5929448099
7548,178,Orleans Parish,2015,446255.3447516423
7549,274,Caddo Parish,2015,232615.0904660847
7550,462,Livingston Parish,2015,250812.4573849133
7551,1041,Washington Parish,2015,199050.6941653974
7552,1360,Iberville Parish,2015,257253.8775741824
7553,1560,West Baton Rouge Parish,2015,267882.9306547631
7554,1661,Plaquemines Parish,2015,419996.1020475324
7555,1725,Pointe Coupee Parish,2015,320938.65605842613
7556,2071,West Feliciana Parish,2015,391849.9676521093
7557,158,East Baton Rouge Parish,2015,328918.6355029386
7558,160,Jefferson Parish,2015,312480.4019838239
7559,178,Orleans Parish,2015,450091.3693532531
7560,274,Caddo Parish,2015,232696.9868068535
7561,462,Livingston Parish,2015,250634.46933764243
7562,1041,Washington Parish,2015,199341.1531873241
7563,1360,Iberville Parish,2015,258187.4958589468
7564,1560,West Baton Rouge Parish,2015,268452.92918651405
7565,1661,Plaquemines Parish,2015,420985.4098440196
7566,1725,Pointe Coupee Parish,2015,321600.3784918381
7567,2071,West Feliciana Parish,2015,391832.4964327453
7568,158,East Baton Rouge Parish,2015,329630.58769202203
7569,160,Jefferson Parish,2015,311456.15174860874
7570,178,Orleans Parish,2015,454460.2661454664
7571,274,Caddo Parish,2015,233301.9277773324
7572,462,Livingston Parish,2015,250999.18104186616
7573,1041,Washington Parish,2015,199524.6009906462
7574,1360,Iberville Parish,2015,259117.8382900805
7575,1560,West Baton Rouge Parish,2015,268831.836256471
7576,1661,Plaquemines Parish,2015,422230.2342237055
7577,1725,Pointe Coupee Parish,2015,321432.2180054595
7578,2071,West Feliciana Parish,2015,392121.86350346176
7579,158,East Baton Rouge Parish,2015,329440.58818143845
7580,160,Jefferson Parish,2015,311980.2883295291
7581,178,Orleans Parish,2015,459178.5873249598
7582,274,Caddo Parish,2015,233569.45582384383
7583,462,Livingston Parish,2015,252057.28176459917
7584,1041,Washington Parish,2015,200024.71464494104
7585,1360,Iberville Parish,2015,259901.85925904047
7586,1560,West Baton Rouge Parish,2015,269436.7772269499
7587,1661,Plaquemines Parish,2015,424335.5161570689
7588,1725,Pointe Coupee Parish,2015,321481.3558099208
7589,2071,West Feliciana Parish,2015,392757.37910782767
7590,158,East Baton Rouge Parish,2015,330012.7706156098
7591,160,Jefferson Parish,2015,312645.2866165718
7592,178,Orleans Parish,2015,462934.8994882224
7593,274,Caddo Parish,2015,233752.903627166
7594,462,Livingston Parish,2015,253316.30151001824
7595,1041,Washington Parish,2015,200512.81683592315
7596,1360,Iberville Parish,2015,260727.37437399
7597,1560,West Baton Rouge Parish,2015,270115.9708797259
7598,1661,Plaquemines Parish,2015,425580.3405367548
7599,1725,Pointe Coupee Parish,2015,322295.9514127678
7600,2071,West Feliciana Parish,2015,393594.90568609
7601,158,East Baton Rouge Parish,2015,329990.9315914048
7602,160,Jefferson Parish,2015,313071.14758856955
7603,178,Orleans Parish,2015,465830.75409780734
7604,274,Caddo Parish,2015,233145.77875426656
7605,462,Livingston Parish,2015,254031.52955273248
7606,1041,Washington Parish,2015,201026.033904741
7607,1360,Iberville Parish,2015,261938.3482661581
7608,1560,West Baton Rouge Parish,2015,270956.77331161895
7609,1661,Plaquemines Parish,2015,426239.87906774617
7610,1725,Pointe Coupee Parish,2015,323997.2113983385
7611,2071,West Feliciana Parish,2015,394048.065438344
7612,158,East Baton Rouge Parish,2015,330646.1023175553
7613,160,Jefferson Parish,2015,314160.91489639983
7614,178,Orleans Parish,2015,470680.10942253086
7615,274,Caddo Parish,2015,233070.43412075928
7616,462,Livingston Parish,2015,254658.30954741643
7617,1041,Washington Parish,2015,201042.4131728948
7618,1360,Iberville Parish,2015,263180.9887434234
7619,1560,West Baton Rouge Parish,2015,271745.16208542004
7620,1661,Plaquemines Parish,2015,426569.6483332419
7621,1725,Pointe Coupee Parish,2015,325705.02309117065
7622,2071,West Feliciana Parish,2015,395503.6364016083
7623,158,East Baton Rouge Parish,2015,331426.8474328845
7624,160,Jefferson Parish,2015,316028.15146592853
7625,178,Orleans Parish,2015,472126.9447761131
7626,274,Caddo Parish,2015,233122.84777885128
7627,462,Livingston Parish,2015,255413.93978490992
7628,1041,Washington Parish,2015,201372.18243839047
7629,1360,Iberville Parish,2015,262357.6575308944
7630,1560,West Baton Rouge Parish,2015,272547.7462249543
7631,1661,Plaquemines Parish,2015,427090.5090605315
7632,1725,Pointe Coupee Parish,2015,326918.1808857592
7633,2071,West Feliciana Parish,2015,395900.0146909293
7634,158,East Baton Rouge Parish,2015,332326.61523013114
7635,160,Jefferson Parish,2015,317686.82535429945
7636,178,Orleans Parish,2015,475249.9252374302
7637,274,Caddo Parish,2015,233491.92728791604
7638,462,Livingston Parish,2015,256311.523679736
7639,1041,Washington Parish,2015,202031.72096938192
7640,1360,Iberville Parish,2015,261308.29241784345
7641,1560,West Baton Rouge Parish,2015,273790.38670221966
7642,1661,Plaquemines Parish,2015,427815.564664138
7643,1725,Pointe Coupee Parish,2015,327853.9830729441
7644,2071,West Feliciana Parish,2015,396508.231515039
7645,158,East Baton Rouge Parish,2015,333788.7379006569
7646,160,Jefferson Parish,2015,315334.76244741934
7647,178,Orleans Parish,2015,476631.2435183974
7648,274,Caddo Parish,2015,233818.420699781
7649,462,Livingston Parish,2015,257629.5087905087
7650,1041,Washington Parish,2015,202904.18998637228
7651,1360,Iberville Parish,2015,260340.8236455613
7652,1560,West Baton Rouge Parish,2015,275162.96937350486
7653,1661,Plaquemines Parish,2015,428140.9661247927
7654,1725,Pointe Coupee Parish,2015,329715.7598864216
7655,2071,West Feliciana Parish,2015,397686.4468708995
7656,158,East Baton Rouge Parish,2016,330081.1571704158
7657,160,Jefferson Parish,2016,309583.923806389
7658,178,Orleans Parish,2016,472765.97010503855
7659,274,Caddo Parish,2016,230338.30693688095
7660,462,Livingston Parish,2016,254678.7715566629
7661,1041,Washington Parish,2016,201197.03829054983
7662,1360,Iberville Parish,2016,258071.2534676072
7663,1560,West Baton Rouge Parish,2016,272727.07726024656
7664,1661,Plaquemines Parish,2016,422829.8441253796
7665,1725,Pointe Coupee Parish,2016,327131.87617027835
7666,2071,West Feliciana Parish,2016,394730.2593716016
7667,158,East Baton Rouge Parish,2016,329519.33801097464
7668,160,Jefferson Parish,2016,310758.24446786963
7669,178,Orleans Parish,2016,475031.5786539559
7670,274,Caddo Parish,2016,229658.94787652025
7671,462,Livingston Parish,2016,254429.6732345306
7672,1041,Washington Parish,2016,200075.5566670972
7673,1360,Iberville Parish,2016,259024.51284754192
7674,1560,West Baton Rouge Parish,2016,273409.67136375187
7675,1661,Plaquemines Parish,2016,422915.0335948535
7676,1725,Pointe Coupee Parish,2016,327923.38339298434
7677,2071,West Feliciana Parish,2016,396589.33083201735
7678,158,East Baton Rouge Parish,2016,327203.04711945896
7679,160,Jefferson Parish,2016,315570.9103192823
7680,178,Orleans Parish,2016,476273.8352214727
7681,274,Caddo Parish,2016,228859.89221981025
7682,462,Livingston Parish,2016,254058.72162061936
7683,1041,Washington Parish,2016,199072.6932922789
7684,1360,Iberville Parish,2016,259864.54571741656
7685,1560,West Baton Rouge Parish,2016,274126.77259413264
7686,1661,Plaquemines Parish,2016,422903.17176999
7687,1725,Pointe Coupee Parish,2016,327641.93463940633
7688,2071,West Feliciana Parish,2016,395923.99029194977
7689,158,East Baton Rouge Parish,2016,326622.8960488652
7690,160,Jefferson Parish,2016,319883.22283100075
7691,178,Orleans Parish,2016,479949.9225814247
7692,274,Caddo Parish,2016,228935.37655985032
7693,462,Livingston Parish,2016,255261.0793226864
7694,1041,Washington Parish,2016,198033.16609515555
7695,1360,Iberville Parish,2016,260833.9803130742
7696,1560,West Baton Rouge Parish,2016,275232.07900186244
7697,1661,Plaquemines Parish,2016,423670.9553429691
7698,1725,Pointe Coupee Parish,2016,327594.4873399525
7699,2071,West Feliciana Parish,2016,395699.69396725926
7700,158,East Baton Rouge Parish,2016,327255.88615748705
7701,160,Jefferson Parish,2016,322834.6605265679
7702,178,Orleans Parish,2016,479893.848500252
7703,274,Caddo Parish,2016,229325.738432629
7704,462,Livingston Parish,2016,256570.1934485244
7705,1041,Washington Parish,2016,198513.03082826748
7706,1360,Iberville Parish,2016,261737.63569812544
7707,1560,West Baton Rouge Parish,2016,276119.55917119083
7708,1661,Plaquemines Parish,2016,424982.2261642368
7709,1725,Pointe Coupee Parish,2016,327929.8534792735
7710,2071,West Feliciana Parish,2016,396294.941905861
7711,158,East Baton Rouge Parish,2016,328273.84640031325
7712,160,Jefferson Parish,2016,324470.514010008
7713,178,Orleans Parish,2016,480608.7930352031
7714,274,Caddo Parish,2016,229872.4607240622
7715,462,Livingston Parish,2016,258144.58111221757
7716,1041,Washington Parish,2016,198683.4097672151
7717,1360,Iberville Parish,2016,262561.4933522772
7718,1560,West Baton Rouge Parish,2016,276902.439612178
7719,1661,Plaquemines Parish,2016,427228.4244542867
7720,1725,Pointe Coupee Parish,2016,328227.4774485744
7721,2071,West Feliciana Parish,2016,398524.96498018806
7722,158,East Baton Rouge Parish,2016,328306.196831759
7723,160,Jefferson Parish,2016,326544.17666568054
7724,178,Orleans Parish,2016,478287.1104051131
7725,274,Caddo Parish,2016,230800.9181065552
7726,462,Livingston Parish,2016,258082.03694475573
7727,1041,Washington Parish,2016,198463.426833384
7728,1360,Iberville Parish,2016,263257.0276283608
7729,1560,West Baton Rouge Parish,2016,277471.80720562313
7730,1661,Plaquemines Parish,2016,429125.2380847225
7731,1725,Pointe Coupee Parish,2016,327897.50304782775
7732,2071,West Feliciana Parish,2016,400109.0577733149
7733,158,East Baton Rouge Parish,2016,328426.9717758232
7734,160,Jefferson Parish,2016,327730.3591520247
7735,178,Orleans Parish,2016,477835.28271258745
7736,274,Caddo Parish,2016,231898.67608028097
7737,462,Livingston Parish,2016,258537.099680426
7738,1041,Washington Parish,2016,198597.14195002645
7739,1360,Iberville Parish,2016,263594.5504631115
7740,1560,West Baton Rouge Parish,2016,277856.7773398276
7741,1661,Plaquemines Parish,2016,429271.8933739432
7742,1725,Pointe Coupee Parish,2016,327859.7608778077
7743,2071,West Feliciana Parish,2016,399537.53348444
7744,158,East Baton Rouge Parish,2016,329166.718308216
7745,160,Jefferson Parish,2016,330302.2184519618
7746,178,Orleans Parish,2016,475966.506122738
7747,274,Caddo Parish,2016,232890.7559779506
7748,462,Livingston Parish,2016,258312.80335573544
7749,1041,Washington Parish,2016,198874.27731274505
7750,1360,Iberville Parish,2016,264062.55337135994
7751,1560,West Baton Rouge Parish,2016,278116.65913910844
7752,1661,Plaquemines Parish,2016,429045.44035382295
7753,1725,Pointe Coupee Parish,2016,328249.0444028715
7754,2071,West Feliciana Parish,2016,398520.6515893286
7755,158,East Baton Rouge Parish,2016,329472.9690592357
7756,160,Jefferson Parish,2016,331311.5519130692
7757,178,Orleans Parish,2016,477571.0875224472
7758,274,Caddo Parish,2016,234039.19629427476
7759,462,Livingston Parish,2016,258580.2335890203
7760,1041,Washington Parish,2016,199111.51381001383
7761,1360,Iberville Parish,2016,264478.7955892953
7762,1560,West Baton Rouge Parish,2016,278381.9326769636
7763,1661,Plaquemines Parish,2016,428983.97453407606
7764,1725,Pointe Coupee Parish,2016,329050.2567550113
7765,2071,West Feliciana Parish,2016,398113.0361531122
7766,158,East Baton Rouge Parish,2016,329894.6030157453
7767,160,Jefferson Parish,2016,332973.2857416658
7768,178,Orleans Parish,2016,478055.2656464186
7769,274,Caddo Parish,2016,234414.46129904545
7770,462,Livingston Parish,2016,257603.25055935865
7771,1041,Washington Parish,2016,199286.2061398209
7772,1360,Iberville Parish,2016,265259.5193348527
7773,1560,West Baton Rouge Parish,2016,279132.46268650494
7774,1661,Plaquemines Parish,2016,429901.6484394205
7775,1725,Pointe Coupee Parish,2016,329770.59302853665
7776,2071,West Feliciana Parish,2016,398376.1529955376
7777,158,East Baton Rouge Parish,2016,330608.4692029816
7778,160,Jefferson Parish,2016,332324.1204173212
7779,178,Orleans Parish,2016,476910.06037323904
7780,274,Caddo Parish,2016,235131.5625294262
7781,462,Livingston Parish,2016,256440.7917227414
7782,1041,Washington Parish,2016,199571.9682842584
7783,1360,Iberville Parish,2016,266287.18470711267
7784,1560,West Baton Rouge Parish,2016,280128.85597503406
7785,1661,Plaquemines Parish,2016,430540.0302866166
7786,1725,Pointe Coupee Parish,2016,330421.91504831106
7787,2071,West Feliciana Parish,2016,400052.98369214224
7788,158,East Baton Rouge Parish,2017,322562.4252978133
7789,160,Jefferson Parish,2017,325671.9161390339
7790,178,Orleans Parish,2017,465704.5894215078
7791,274,Caddo Parish,2017,230875.2075799608
7792,462,Livingston Parish,2017,249969.27629732373
7793,1041,Washington Parish,2017,195925.37520806133
7794,1360,Iberville Parish,2017,261009.2886015013
7795,1560,West Baton Rouge Parish,2017,275267.5447372716
7796,1661,Plaquemines Parish,2017,420729.42070414487
7797,1725,Pointe Coupee Parish,2017,324366.8802545692
7798,2071,West Feliciana Parish,2017,391698.7074004569
7799,158,East Baton Rouge Parish,2017,320413.7618472584
7800,160,Jefferson Parish,2017,324222.2282188316
7801,178,Orleans Parish,2017,465951.6593219647
7802,274,Caddo Parish,2017,231798.02421671012
7803,462,Livingston Parish,2017,249143.59825391645
7804,1041,Washington Parish,2017,196083.7533493799
7805,1360,Iberville Parish,2017,260651.35400212137
7806,1560,West Baton Rouge Parish,2017,275676.16034187336
7807,1661,Plaquemines Parish,2017,419552.1431870104
7808,1725,Pointe Coupee Parish,2017,325015.1747796997
7809,2071,West Feliciana Parish,2017,391409.40332898166
7810,158,East Baton Rouge Parish,2017,318347.45503018925
7811,160,Jefferson Parish,2017,324834.6236985966
7812,178,Orleans Parish,2017,468761.2875489556
7813,274,Caddo Parish,2017,232484.32949575715
7814,462,Livingston Parish,2017,249098.19652007177
7815,1041,Washington Parish,2017,196748.94154291772
7816,1360,Iberville Parish,2017,260504.59025783287
7817,1560,West Baton Rouge Parish,2017,276386.75026925583
7818,1661,Plaquemines Parish,2017,418600.8184848237
7819,1725,Pointe Coupee Parish,2017,326497.59418244124
7820,2071,West Feliciana Parish,2017,390701.9809644256
7821,158,East Baton Rouge Parish,2017,319423.37053687987
7822,160,Jefferson Parish,2017,325239.0158860965
7823,178,Orleans Parish,2017,467474.2011871736
7824,274,Caddo Parish,2017,232760.96331592687
7825,462,Livingston Parish,2017,249590.2246124347
7826,1041,Washington Parish,2017,197307.48845463444
7827,1360,Iberville Parish,2017,261210.9567681136
7828,1560,West Baton Rouge Parish,2017,277369.7505997062
7829,1661,Plaquemines Parish,2017,419894.23997225845
7830,1725,Pointe Coupee Parish,2017,328045.4765502611
7831,2071,West Feliciana Parish,2017,391374.5601378916
7832,158,East Baton Rouge Parish,2017,321550.9169019255
7833,160,Jefferson Parish,2017,325989.72827594646
7834,178,Orleans Parish,2017,463079.7356927219
7835,274,Caddo Parish,2017,232751.46062744776
7836,462,Livingston Parish,2017,251074.75572372717
7837,1041,Washington Parish,2017,198330.6112475522
7838,1360,Iberville Parish,2017,262748.2805931788
7839,1560,West Baton Rouge Parish,2017,278847.946585346
7840,1661,Plaquemines Parish,2017,421690.2480948106
7841,1725,Pointe Coupee Parish,2017,329663.04530026106
7842,2071,West Feliciana Parish,2017,393469.3750203982
7843,158,East Baton Rouge Parish,2017,323489.46535166446
7844,160,Jefferson Parish,2017,327141.66529046994
7845,178,Orleans Parish,2017,458061.2603214752
7846,274,Caddo Parish,2017,231938.45283534596
7847,462,Livingston Parish,2017,252120.05145642947
7848,1041,Washington Parish,2017,198788.8520031005
7849,1360,Iberville Parish,2017,264045.92549771536
7850,1560,West Baton Rouge Parish,2017,279873.1810868145
7851,1661,Plaquemines Parish,2017,423552.7750367167
7852,1725,Pointe Coupee Parish,2017,330372.5793733681
7853,2071,West Feliciana Parish,2017,394863.1026640013
7854,158,East Baton Rouge Parish,2017,325590.61535982374
7855,160,Jefferson Parish,2017,328245.0330083224
7856,178,Orleans Parish,2017,456901.9323270235
7857,274,Caddo Parish,2017,230097.04297894903
7858,462,Livingston Parish,2017,253687.995055483
7859,1041,Washington Parish,2017,199157.34514523493
7860,1360,Iberville Parish,2017,265331.95600522193
7861,1560,West Baton Rouge Parish,2017,280781.2157637075
7862,1661,Plaquemines Parish,2017,424784.9569761749
7863,1725,Pointe Coupee Parish,2017,331043.04683828325
7864,2071,West Feliciana Parish,2017,396436.3255344321
7865,158,East Baton Rouge Parish,2017,327955.72893684724
7866,160,Jefferson Parish,2017,329266.0440926893
7867,178,Orleans Parish,2017,457645.2537369451
7868,274,Caddo Parish,2017,228377.0563642297
7869,462,Livingston Parish,2017,254644.59902904692
7870,1041,Washington Parish,2017,199505.77705613576
7871,1360,Iberville Parish,2017,266351.9112353133
7872,1560,West Baton Rouge Parish,2017,281581.5533045039
7873,1661,Plaquemines Parish,2017,425628.584542265
7874,1725,Pointe Coupee Parish,2017,331945.8022437989
7875,2071,West Feliciana Parish,2017,398402.32619533286
7876,158,East Baton Rouge Parish,2017,331050.43781821145
7877,160,Jefferson Parish,2017,329789.7478133159
7878,178,Orleans Parish,2017,458727.5043692885
7879,274,Caddo Parish,2017,227488.02706429505
7880,462,Livingston Parish,2017,256351.9153924608
7881,1041,Washington Parish,2017,199618.75346360967
7882,1360,Iberville Parish,2017,267078.3389768276
7883,1560,West Baton Rouge Parish,2017,282382.9466995757
7884,1661,Plaquemines Parish,2017,426289.549318701
7885,1725,Pointe Coupee Parish,2017,332789.429809889
7886,2071,West Feliciana Parish,2017,400184.6082123041
7887,158,East Baton Rouge Parish,2017,334488.2993390992
7888,160,Jefferson Parish,2017,330657.66002774145
7889,178,Orleans Parish,2017,458674.71165551565
7890,274,Caddo Parish,2017,227192.38786716707
7891,462,Livingston Parish,2017,258150.035223564
7892,1041,Washington Parish,2017,199734.89743390988
7893,1360,Iberville Parish,2017,267608.37782310706
7894,1560,West Baton Rouge Parish,2017,282921.43238005874
7895,1661,Plaquemines Parish,2017,426387.7437663185
7896,1725,Pointe Coupee Parish,2017,333497.9080287206
7897,2071,West Feliciana Parish,2017,401977.44877203
7898,158,East Baton Rouge Parish,2017,337992.6796793407
7899,160,Jefferson Parish,2017,331742.0223686357
7900,178,Orleans Parish,2017,458781.3529373368
7901,274,Caddo Parish,2017,227058.29437418407
7902,462,Livingston Parish,2017,261269.02875326367
7903,1041,Washington Parish,2017,199148.8983110313
7904,1360,Iberville Parish,2017,267035.0489515339
7905,1560,West Baton Rouge Parish,2017,283660.5303728786
7906,1661,Plaquemines Parish,2017,427047.6526884791
7907,1725,Pointe Coupee Parish,2017,333793.54722584854
7908,2071,West Feliciana Parish,2017,403909.66209611617
7909,158,East Baton Rouge Parish,2017,342607.8187173629
7910,160,Jefferson Parish,2017,333364.870390013
7911,178,Orleans Parish,2017,458366.4022070822
7912,274,Caddo Parish,2017,227205.05811847252
7913,462,Livingston Parish,2017,263475.76418896863
7914,1041,Washington Parish,2017,198546.0055197454
7915,1360,Iberville Parish,2017,266340.29683828325
7916,1560,West Baton Rouge Parish,2017,284229.63582734985
7917,1661,Plaquemines Parish,2017,427535.4573637401
7918,1725,Pointe Coupee Parish,2017,335317.14494533284
7919,2071,West Feliciana Parish,2017,404625.531294876
7920,158,East Baton Rouge Parish,2018,339181.3766043957
