,SizeRank,County,Year,Value
4342,1661,Plaquemines Parish,2011,301900.70463585434
4343,1725,Pointe Coupee Parish,2011,169311.74710921626
4344,2071,West Feliciana Parish,2011,221559.7232716425
4345,158,East Baton Rouge Parish,2011,194091.8541915808
4346,160,Jefferson Parish,2011,198384.67953978636
4347,178,Orleans Parish,2011,177027.55702212598
4348,274,Caddo Parish,2011,137221.98592951868
4349,462,Livingston Parish,2011,169171.37597748722
4350,1041,Washington Parish,2011,111538.67115529098
4351,1360,Iberville Parish,2011,167318.93727188258
4352,1560,West Baton Rouge Parish,2011,183928.7541377885
4353,1661,Plaquemines Parish,2011,301900.70463585434
4354,1725,Pointe Coupee Parish,2011,169727.1075891686
4355,2071,West Feliciana Parish,2011,220635.8050849341
4356,158,East Baton Rouge Parish,2012,189895.1341846912
4357,160,Jefferson Parish,2012,193342.28018153785
4358,178,Orleans Parish,2012,171904.14330513863
4359,274,Caddo Parish,2012,134452.22093782938
4360,462,Livingston Parish,2012,164986.17895502495
4361,1041,Washington Parish,2012,109185.92585172084
4362,1360,Iberville Parish,2012,177578.84847817008
4363,1560,West Baton Rouge Parish,2012,180221.03119419492
4364,1661,Plaquemines Parish,2012,291239.8737859003
4365,1725,Pointe Coupee Parish,2012,170658.52645539516
4366,2071,West Feliciana Parish,2012,217874.732218612
4367,158,East Baton Rouge Parish,2012,189276.27115255623
4368,160,Jefferson Parish,2012,191742.70524055505
4369,178,Orleans Parish,2012,170490.56545031664
4370,274,Caddo Parish,2012,134770.1068669042
4371,462,Livingston Parish,2012,164742.69186041446
4372,1041,Washington Parish,2012,108844.3675662256
4373,1360,Iberville Parish,2012,167966.64135386812
4374,1560,West Baton Rouge Parish,2012,181032.6548428966
4375,1661,Plaquemines Parish,2012,291342.45399705565
4376,1725,Pointe Coupee Parish,2012,174814.71588978806
4377,2071,West Feliciana Parish,2012,219413.4353859421
4378,158,East Baton Rouge Parish,2012,189656.1561103513
4379,160,Jefferson Parish,2012,191338.0206712719
4380,178,Orleans Parish,2012,171131.97358380444
4381,274,Caddo Parish,2012,135496.0591304651
4382,462,Livingston Parish,2012,167024.25611732015
4383,1041,Washington Parish,2012,108954.83856285442
4384,1360,Iberville Parish,2012,169558.32550937744
4385,1560,West Baton Rouge Parish,2012,181857.80555240987
4386,1661,Plaquemines Parish,2012,291547.61441936635
4387,1725,Pointe Coupee Parish,2012,178985.55964006027
4388,2071,West Feliciana Parish,2012,222618.2215432459
4389,158,East Baton Rouge Parish,2012,190121.7124532871
4390,160,Jefferson Parish,2012,191938.84762232465
4391,178,Orleans Parish,2012,173648.00689477948
4392,274,Caddo Parish,2012,135760.96407136074
4393,462,Livingston Parish,2012,167279.01576260704
4394,1041,Washington Parish,2012,111422.39990592089
4395,1360,Iberville Parish,2012,170319.2226800352
4396,1560,West Baton Rouge Parish,2012,182570.23075515908
4397,1661,Plaquemines Parish,2012,292388.54669982666
4398,1725,Pointe Coupee Parish,2012,178969.7780691133
4399,2071,West Feliciana Parish,2012,222769.27372230985
4400,158,East Baton Rouge Parish,2012,191650.2703250085
4401,160,Jefferson Parish,2012,192911.6687456989
4402,178,Orleans Parish,2012,175926.1893864822
4403,274,Caddo Parish,2012,135857.90800717787
4404,462,Livingston Parish,2012,167656.6462102668
4405,1041,Washington Parish,2012,114015.08656149553
4406,1360,Iberville Parish,2012,170926.81316149374
4407,1560,West Baton Rouge Parish,2012,183050.4414139742
4408,1661,Plaquemines Parish,2012,293162.97093129606
4409,1725,Pointe Coupee Parish,2012,179235.81026507658
4410,2071,West Feliciana Parish,2012,222706.1474385219
4411,158,East Baton Rouge Parish,2012,191717.90562906693
4412,160,Jefferson Parish,2012,193044.68484368056
4413,178,Orleans Parish,2012,177376.96665853637
4414,274,Caddo Parish,2012,136193.83001733496
4415,462,Livingston Parish,2012,167957.62331332697
4416,1041,Washington Parish,2012,114478.388394296
4417,1360,Iberville Parish,2012,169427.56392153102
4418,1560,West Baton Rouge Parish,2012,183848.53800186416
4419,1661,Plaquemines Parish,2012,294029.83007831214
4420,1725,Pointe Coupee Parish,2012,180138.74157425715
4421,2071,West Feliciana Parish,2012,222590.04016655489
4422,158,East Baton Rouge Parish,2012,191037.04356821167
4423,160,Jefferson Parish,2012,192674.9451814943
4424,178,Orleans Parish,2012,177833.50496093102
4425,274,Caddo Parish,2012,136278.37414740803
4426,462,Livingston Parish,2012,167729.91778966348
4427,1041,Washington Parish,2012,158740.0586252254
4428,1360,Iberville Parish,2012,167157.27221530178
4429,1560,West Baton Rouge Parish,2012,184250.96806101204
4430,1661,Plaquemines Parish,2012,294613.7482033503
4431,1725,Pointe Coupee Parish,2012,180622.3339982752
4432,2071,West Feliciana Parish,2012,223060.1055297612
4433,158,East Baton Rouge Parish,2012,190563.5964398024
4434,160,Jefferson Parish,2012,193095.41132172444
4435,178,Orleans Parish,2012,178172.80873629102
4436,274,Caddo Parish,2012,136387.71788896923
4437,462,Livingston Parish,2012,167239.56183523958
4438,1041,Washington Parish,2012,110606.26723694868
4439,1360,Iberville Parish,2012,164963.63385367213
4440,1560,West Baton Rouge Parish,2012,184656.77988536283
4441,1661,Plaquemines Parish,2012,295040.97787398624
4442,1725,Pointe Coupee Parish,2012,181063.0907297229
4443,2071,West Feliciana Parish,2012,223276.5385027483
4444,158,East Baton Rouge Parish,2012,190919.809041177
4445,160,Jefferson Parish,2012,193306.20801937333
4446,178,Orleans Parish,2012,178228.04423460545
4447,274,Caddo Parish,2012,135949.21566765683
4448,462,Livingston Parish,2012,167065.96455482286
4449,1041,Washington Parish,2012,110818.19118966525
4450,1360,Iberville Parish,2012,164989.56072022786
4451,1560,West Baton Rouge Parish,2012,184553.07241913988
4452,1661,Plaquemines Parish,2012,295411.8447912402
4453,1725,Pointe Coupee Parish,2012,181291.92350845409
4454,2071,West Feliciana Parish,2012,222630.62134898995
4455,158,East Baton Rouge Parish,2012,190907.40923543295
4456,160,Jefferson Parish,2012,193520.38648222512
4457,178,Orleans Parish,2012,179593.15012151885
4458,274,Caddo Parish,2012,135366.42479768634
4459,462,Livingston Parish,2012,167558.57501938203
4460,1041,Washington Parish,2012,110757.3194160126
4461,1360,Iberville Parish,2012,165407.77235032272
4462,1560,West Baton Rouge Parish,2012,184444.85593264631
4463,1661,Plaquemines Parish,2012,295155.95789088565
4464,1725,Pointe Coupee Parish,2012,181681.95376185788
4465,2071,West Feliciana Parish,2012,222263.13619693893
4466,158,East Baton Rouge Parish,2012,189843.28045157972
4467,160,Jefferson Parish,2012,193124.7199534831
4468,178,Orleans Parish,2012,181242.32428547784
4469,274,Caddo Parish,2012,134130.95324355166
4470,462,Livingston Parish,2012,168751.21088094637
4471,1041,Washington Parish,2012,111005.31553089364
4472,1360,Iberville Parish,2012,165814.7114297412
4473,1560,West Baton Rouge Parish,2012,184845.0314816589
4474,1661,Plaquemines Parish,2012,295233.7384905529
4475,1725,Pointe Coupee Parish,2012,182166.6734409436
4476,2071,West Feliciana Parish,2012,222480.6964249937
4477,158,East Baton Rouge Parish,2012,188606.6816423774
4478,160,Jefferson Parish,2012,193542.931583578
4479,178,Orleans Parish,2012,182915.17080585728
4480,274,Caddo Parish,2012,132561.81418939517
4481,462,Livingston Parish,2012,170109.55323745392
4482,1041,Washington Parish,2012,110870.04492277672
4483,1360,Iberville Parish,2012,166298.30385375925
4484,1560,West Baton Rouge Parish,2012,185638.6190492783
4485,1661,Plaquemines Parish,2012,295101.84964763885
4486,1725,Pointe Coupee Parish,2012,183155.27613526484
4487,2071,West Feliciana Parish,2012,223505.37128147943
4488,158,East Baton Rouge Parish,2013,185074.02330043743
4489,160,Jefferson Parish,2013,190805.57869048792
4490,178,Orleans Parish,2013,181731.0788986809
4491,274,Caddo Parish,2013,129728.24022888344
4492,462,Livingston Parish,2013,169063.66378773763
4493,1041,Washington Parish,2013,109307.28275175246
4494,1360,Iberville Parish,2013,163635.40644410768
4495,1560,West Baton Rouge Parish,2013,183588.64056027503
4496,1661,Plaquemines Parish,2013,291323.8839871736
4497,1725,Pointe Coupee Parish,2013,181898.83715878896
4498,2071,West Feliciana Parish,2013,220763.20441111448
4499,158,East Baton Rouge Parish,2013,185370.6554557279
4500,160,Jefferson Parish,2013,191629.9272269131
4501,178,Orleans Parish,2013,183076.47792511064
4502,274,Caddo Parish,2013,129446.05083770824
4503,462,Livingston Parish,2013,170831.23591907517
4504,1041,Washington Parish,2013,109107.30601784878
4505,1360,Iberville Parish,2013,163082.13748030752
4506,1560,West Baton Rouge Parish,2013,183785.28434861367
4507,1661,Plaquemines Parish,2013,291597.1855235086
4508,1725,Pointe Coupee Parish,2013,182167.69476770388
4509,2071,West Feliciana Parish,2013,221616.43847577015
4510,158,East Baton Rouge Parish,2013,185687.28528440872
4511,160,Jefferson Parish,2013,192003.2171302
4512,178,Orleans Parish,2013,185025.1400988165
4513,274,Caddo Parish,2013,130362.61086810012
4514,462,Livingston Parish,2013,172536.59306653158
4515,1041,Washington Parish,2013,109429.49075580473
4516,1360,Iberville Parish,2013,162567.75288143303
4517,1560,West Baton Rouge Parish,2013,183853.05424176992
4518,1661,Plaquemines Parish,2013,292379.316749443
4519,1725,Pointe Coupee Parish,2013,181737.74478981097
4520,2071,West Feliciana Parish,2013,222805.1890606421
4521,158,East Baton Rouge Parish,2013,186359.42930669608
4522,160,Jefferson Parish,2013,192923.1101061569
4523,178,Orleans Parish,2013,185686.17430255367
4524,274,Caddo Parish,2013,130986.9826706216
4525,462,Livingston Parish,2013,173772.00488931432
4526,1041,Washington Parish,2013,109771.673167151
4527,1360,Iberville Parish,2013,161933.38224221635
4528,1560,West Baton Rouge Parish,2013,184090.80435874432
4529,1661,Plaquemines Parish,2013,290535.0868701091
4530,1725,Pointe Coupee Parish,2013,180948.9476727465
4531,2071,West Feliciana Parish,2013,225084.92382714408
4532,158,East Baton Rouge Parish,2013,186373.8720708113
4533,160,Jefferson Parish,2013,193251.960735243
4534,178,Orleans Parish,2013,186261.66290345427
4535,274,Caddo Parish,2013,131598.02269088285
4536,462,Livingston Parish,2013,174447.48185716677
4537,1041,Washington Parish,2013,109923.8776812888
4538,1360,Iberville Parish,2013,161767.84594581832
4539,1560,West Baton Rouge Parish,2013,184346.330185399
4540,1661,Plaquemines Parish,2013,288766.40375691646
4541,1725,Pointe Coupee Parish,2013,181042.27014856815
4542,2071,West Feliciana Parish,2013,227090.246075456
4543,158,East Baton Rouge Parish,2013,186472.7494559081
4544,160,Jefferson Parish,2013,193677.4667857158
4545,178,Orleans Parish,2013,187630.39254883947
4546,274,Caddo Parish,2013,131927.98430182395
4547,462,Livingston Parish,2013,175176.28595406018
4548,1041,Washington Parish,2013,110368.270423297
4549,1360,Iberville Parish,2013,161402.33291551657
4550,1560,West Baton Rouge Parish,2013,184552.9728104328
4551,1661,Plaquemines Parish,2013,286843.29416587605
4552,1725,Pointe Coupee Parish,2013,181103.3741505943
4553,2071,West Feliciana Parish,2013,228502.30401318692
4554,158,East Baton Rouge Parish,2013,186917.14219791637
4555,160,Jefferson Parish,2013,194522.9239773864
4556,178,Orleans Parish,2013,189245.7601660392
4557,274,Caddo Parish,2013,132105.7413986272
4558,462,Livingston Parish,2013,176008.41136347048
4559,1041,Washington Parish,2013,111533.69038921344
4560,1360,Iberville Parish,2013,161693.41016153194
4561,1560,West Baton Rouge Parish,2013,184838.49514717303
4562,1661,Plaquemines Parish,2013,287567.6543353494
4563,1725,Pointe Coupee Parish,2013,181822.1794107925
4564,2071,West Feliciana Parish,2013,228616.73514425408
4565,158,East Baton Rouge Parish,2013,187438.1926879209
4566,160,Jefferson Parish,2013,195131.7420339376
4567,178,Orleans Parish,2013,191257.74830548128
4568,274,Caddo Parish,2013,132064.63506999146
4569,462,Livingston Parish,2013,176600.5646921964
4570,1041,Washington Parish,2013,112935.74949024926
4571,1360,Iberville Parish,2013,161891.1649317256
4572,1560,West Baton Rouge Parish,2013,185196.2313044897
4573,1661,Plaquemines Parish,2013,288375.3381439493
4574,1725,Pointe Coupee Parish,2013,182550.98350768597
4575,2071,West Feliciana Parish,2013,229077.7926140876
4576,158,East Baton Rouge Parish,2013,188100.33787351317
4577,160,Jefferson Parish,2013,195111.7443605472
4578,178,Orleans Parish,2013,192626.47795086645
4579,274,Caddo Parish,2013,131859.10342681265
4580,462,Livingston Parish,2013,177100.5065269556
4581,1041,Washington Parish,2013,113968.96261541828
4582,1360,Iberville Parish,2013,162111.13933901966
4583,1560,West Baton Rouge Parish,2013,185433.98142146404
4584,1661,Plaquemines Parish,2013,288777.5135754667
4585,1725,Pointe Coupee Parish,2013,183007.59705009937
4586,2071,West Feliciana Parish,2013,229244.43989234063
4587,158,East Baton Rouge Parish,2013,188414.7457384839
4588,160,Jefferson Parish,2013,194929.54333632387
4589,178,Orleans Parish,2013,194489.5945217357
4590,274,Caddo Parish,2013,131526.91985216155
4591,462,Livingston Parish,2013,177011.62797855397
4592,1041,Washington Parish,2013,114214.4896053778
4593,1360,Iberville Parish,2013,162105.58442974454
4594,1560,West Baton Rouge Parish,2013,185569.52120777653
4595,1661,Plaquemines Parish,2013,288770.8476843366
4596,1725,Pointe Coupee Parish,2013,182665.41463875305
4597,2071,West Feliciana Parish,2013,230008.79540859468
4598,158,East Baton Rouge Parish,2013,189234.65034748905
4599,160,Jefferson Parish,2013,194770.67293105595
4600,178,Orleans Parish,2013,196429.36884060147
4601,274,Caddo Parish,2013,131180.29351339515
4602,462,Livingston Parish,2013,176457.24803289876
4603,1041,Washington Parish,2013,113736.767407719
4604,1360,Iberville Parish,2013,162318.89294590848
4605,1560,West Baton Rouge Parish,2013,185335.1040363672
4606,1661,Plaquemines Parish,2013,288748.6280472362
4607,1725,Pointe Coupee Parish,2013,182408.7778302433
4608,2071,West Feliciana Parish,2013,230024.349154565
4609,158,East Baton Rouge Parish,2013,189956.78855325232
4610,160,Jefferson Parish,2013,194082.97516279828
4611,178,Orleans Parish,2013,198790.20528251995
4612,274,Caddo Parish,2013,129838.22743253046
4613,462,Livingston Parish,2013,175966.19405297973
4614,1041,Washington Parish,2013,112876.86745193318
4615,1360,Iberville Parish,2013,162757.73077864153
4616,1560,West Baton Rouge Parish,2013,185175.12264924427
4617,1661,Plaquemines Parish,2013,288714.1876097305
4618,1725,Pointe Coupee Parish,2013,182079.9272011573
4619,2071,West Feliciana Parish,2013,230513.181170774
4620,158,East Baton Rouge Parish,2014,188002.46365994183
4621,160,Jefferson Parish,2014,189890.50179947284
4622,178,Orleans Parish,2014,197217.44540754255
4623,274,Caddo Parish,2014,126831.9957843336
4624,462,Livingston Parish,2014,172305.61849063935
4625,1041,Washington Parish,2014,110367.69098911868
4626,1360,Iberville Parish,2014,160788.25786530142
4627,1560,West Baton Rouge Parish,2014,182528.57427683155
4628,1661,Plaquemines Parish,2014,284494.65953213704
4629,1725,Pointe Coupee Parish,2014,179017.0638517167
4630,2071,West Feliciana Parish,2014,227046.69881640308
4631,158,East Baton Rouge Parish,2014,188778.66926449715
4632,160,Jefferson Parish,2014,189152.55985148007
4633,178,Orleans Parish,2014,197670.04980231143
4634,274,Caddo Parish,2014,126381.57788422548
4635,462,Livingston Parish,2014,172344.97539453232
4636,1041,Washington Parish,2014,110327.24083789538
4637,1360,Iberville Parish,2014,161365.49245573126
4638,1560,West Baton Rouge Parish,2014,183421.75734573533
4639,1661,Plaquemines Parish,2014,285029.2574766829
4640,1725,Pointe Coupee Parish,2014,179153.71976801162
4641,2071,West Feliciana Parish,2014,227035.76634309947
4642,158,East Baton Rouge Parish,2014,188554.55356177344
4643,160,Jefferson Parish,2014,190145.22842744665
4644,178,Orleans Parish,2014,198028.63492666936
4645,274,Caddo Parish,2014,127173.08895140578
4646,462,Livingston Parish,2014,172889.41256505137
4647,1041,Washington Parish,2014,110110.77786648418
4648,1360,Iberville Parish,2014,161783.11293592863
4649,1560,West Baton Rouge Parish,2014,184269.024026764
4650,1661,Plaquemines Parish,2014,285745.3344780684
4651,1725,Pointe Coupee Parish,2014,179300.21491027978
4652,2071,West Feliciana Parish,2014,228403.4187533793
4653,158,East Baton Rouge Parish,2014,187993.717681299
4654,160,Jefferson Parish,2014,191891.1444140308
4655,178,Orleans Parish,2014,198331.46443717895
4656,274,Caddo Parish,2014,127519.64835512976
4657,462,Livingston Parish,2014,174036.22901459853
4658,1041,Washington Parish,2014,110152.32126503784
4659,1360,Iberville Parish,2014,162340.669074412
4660,1560,West Baton Rouge Parish,2014,184911.85345701544
4661,1661,Plaquemines Parish,2014,286657.1027515882
4662,1725,Pointe Coupee Parish,2014,179720.02188513786
4663,2071,West Feliciana Parish,2014,228585.9910575493
4664,158,East Baton Rouge Parish,2014,186823.94303781423
4665,160,Jefferson Parish,2014,192842.2695914436
4666,178,Orleans Parish,2014,198467.02710614356
4667,274,Caddo Parish,2014,126431.867261422
4668,462,Livingston Parish,2014,175255.19978794944
